name,wc,n_fights,tier_label,tier_score,best_rank,ever_champion,max_defenses,dual_weight_champ,is_incumbent,win_rate,reach_cm,ko_rate,sig_per_r,sig_acc,str_def,leg_pct,clinch_pct,body_per_r,td_per_r,td_avg_acc,td_def,sub_rate,ctrl_per_r,gnp_per_r,pct_reach,pct_striking_power,pct_striking_volume,pct_striking_accuracy,pct_striking_defense,pct_leg_kicks,pct_clinch,pct_body,pct_td_frequency,pct_td_accuracy,pct_td_defense,pct_submission,pct_control,pct_ground_pound,x,y,z
Chad Mendes,Featherweight,14,C+,58,1.0,False,0.0,False,False,0.782608695652174,167.64,0.4286,13.6071,0.5026,0.6748,0.2388,0.063,1.1785714285714286,0.9643,55.0,1.0,0.0,63.7143,3.4643,1.31,9.46,4.52,7.76,9.8,8.37,2.64,1.86,9.22,8.74,9.9,3.07,6.65,8.58,-0.0064,1.1848,-0.6009
Chael Sonnen,Middleweight,14,D+,44,6.0,False,0.0,False,False,0.6590909090909091,185.42,0.0,12.8125,0.4556,0.6217,0.2024,0.178,2.125,1.1562,59.0,0.5769,0.1429,185.4375,6.6562,2.96,2.21,4.05,5.6,8.76,7.36,7.5,3.65,9.54,9.04,4.36,7.04,9.98,9.84,2.3037,-1.0892,-0.2896
Chan Sung Jung,Featherweight,12,C+,54,3.0,False,0.0,False,False,0.68,182.88,0.3333,15.7778,0.4098,0.5011,0.0898,0.0563,1.6666666666666667,0.2222,44.0,0.7143,0.1667,32.8889,2.3611,7.42,8.71,5.89,3.36,3.05,2.87,2.34,2.64,3.84,6.96,7.18,7.58,3.61,6.9,-0.3178,1.6377,-0.5277
Charles Johnson,Flyweight,14,D,36,12.0,False,0.0,False,False,0.72,177.8,0.2143,22.8919,0.4988,0.5565,0.2043,0.1417,6.675675675675675,0.1622,20.0,0.6923,0.0,19.0811,1.0541,8.81,7.13,9.03,7.55,5.86,7.45,6.32,9.59,3.01,2.24,6.73,3.07,2.36,3.35,-1.1229,-0.1171,0.3557
Charles Jourdain,Featherweight,17,E,13,,False,0.0,False,False,0.6666666666666666,175.26,0.1176,24.9762,0.4943,0.5681,0.1773,0.183,7.119047619047619,0.119,21.0,0.4697,0.2353,32.4762,1.881,2.92,4.63,9.46,7.36,6.49,6.51,7.65,9.7,2.41,2.35,2.86,8.73,3.56,5.8,-0.9328,0.7554,0.5478
Charles Oliveira,Lightweight,37,B+,70,1.0,True,1.0,False,False,0.7608695652173914,187.96,0.1081,12.5526,0.5563,0.4895,0.1499,0.1813,3.236842105263158,0.5921,39.0,0.549,0.4595,80.5658,2.9079,8.63,4.34,3.91,9.25,2.69,5.56,7.58,6.09,7.41,5.75,3.92,9.9,7.81,7.86,1.0251,1.6274,0.5249
Charles Radtke,Welterweight,7,E,10,,False,0.0,False,False,0.6666666666666666,182.88,0.2857,10.7857,0.5393,0.5474,0.0993,0.0795,0.5714285714285714,0.5714,12.0,1.0,0.1429,132.8571,2.7143,3.42,8.17,2.85,8.89,5.38,3.28,3.51,1.12,7.25,1.66,9.9,7.04,9.68,7.6,0.3926,0.8421,-1.1187
Charles Rosa,Featherweight,13,E,12,,False,0.0,False,False,0.6363636363636364,175.26,0.0,14.9459,0.3629,0.4718,0.2839,0.0416,2.4054054054054053,0.5405,35.0,0.38,0.1538,41.4054,1.027,2.92,2.21,5.42,1.83,2.3,9.18,1.82,4.34,7.0,4.82,2.09,7.29,4.61,3.29,0.0883,-0.5132,1.1699
Charlie Brenneman,Welterweight,11,E,12,,False,0.0,False,False,0.7037037037037037,177.8,0.0,6.1429,0.5658,0.4699,0.2016,0.1395,2.4761904761904763,1.1429,42.0,0.7273,0.0,150.2857,3.8095,1.65,2.21,1.25,9.4,2.23,7.31,6.24,4.52,9.51,6.53,7.48,3.07,9.88,8.87,2.3384,-1.8552,-1.4112
Chas Skelly,Featherweight,12,E,16,,False,0.0,False,False,0.8636363636363636,182.88,0.1667,8.3704,0.4072,0.4901,0.0265,0.2389,0.9259259259259259,0.4815,34.0,0.3913,0.3333,96.7407,0.963,7.42,5.94,1.78,3.26,2.7,1.28,8.78,1.52,6.55,4.58,2.15,9.43,8.77,3.13,1.1723,1.5781,0.5879
Chase Hooper,Featherweight,13,E,16,,False,0.0,False,False,0.8,187.96,0.1538,19.3077,0.4763,0.4067,0.1076,0.1175,3.576923076923077,0.8077,33.0,0.5,0.3077,92.8077,5.1923,9.51,5.57,7.8,6.54,1.29,3.67,5.29,6.78,8.55,4.25,3.27,9.29,8.59,9.52,1.5198,1.327,2.3419
Chase Sherman,Heavyweight,15,E,12,,False,0.0,False,False,0.5714285714285714,198.12,0.2,26.9167,0.4547,0.5235,0.2466,0.0691,5.527777777777778,0.0278,50.0,0.7419,0.0,10.2222,0.5556,5.5,6.75,9.71,5.53,4.21,8.62,3.01,9.11,1.6,8.05,7.74,3.07,1.51,2.0,-1.5588,-0.7247,1.3384
Cheick Kongo,Heavyweight,18,E,13,,False,0.0,False,False,0.7297297297297297,208.28,0.3889,15.5135,0.5816,0.5447,0.2927,0.3763,4.135135135135135,0.6486,56.0,0.5333,0.0,94.5946,3.9189,8.4,9.16,5.77,9.6,5.24,9.28,9.82,7.72,7.82,8.87,3.69,3.07,8.71,8.93,0.6084,0.2132,-0.4403
Chelsea Chandler,Women's Bantamweight,5,D,35,13.0,False,0.0,False,False,0.6,172.72,0.2,16.7273,0.451,0.4026,0.0326,0.212,4.545454545454546,0.2727,60.0,0.2857,0.0,78.0,3.0909,7.41,6.75,6.51,5.31,1.24,1.36,8.21,8.21,4.51,9.12,1.46,3.07,7.65,8.08,0.1992,-0.0865,-1.6099
Chepe Mariscal,Featherweight,6,E,10,,False,0.0,False,False,0.75,175.26,0.1667,20.2941,0.5547,0.5236,0.1797,0.2261,3.2941176470588234,0.7647,39.0,0.5926,0.0,83.9412,4.4118,2.92,5.94,8.2,9.22,4.22,6.58,8.55,6.22,8.33,5.75,4.68,3.07,8.08,9.23,1.0933,-0.4744,-0.3532
Chico Camus,Bantamweight,8,D,35,13.0,False,0.0,False,False,0.7083333333333334,167.64,0.0,12.5833,0.412,0.6461,0.0596,0.0894,1.2916666666666667,0.25,40.0,0.7209,0.0,74.5,2.25,2.02,2.21,3.91,3.49,9.4,1.81,3.96,2.02,4.25,6.01,7.32,3.07,7.45,6.67,0.8759,-1.7739,-1.347
Chidi Njokuani,Welterweight,10,E,11,,False,0.0,False,False,0.6944444444444444,203.2,0.3,23.9,0.5997,0.5722,0.2238,0.2845,9.65,0.0,0.0,0.75,0.0,39.4,1.85,9.76,8.38,9.23,9.79,6.72,8.04,9.29,9.99,1.29,1.28,7.9,3.07,4.43,5.71,-1.0336,0.1133,-0.5175
Chris Barnett,Heavyweight,6,E,10,,False,0.0,False,False,0.71875,190.5,0.3333,13.6923,0.4759,0.3645,0.3034,0.0787,1.6153846153846154,0.0,0.0,0.3529,0.0,7.5385,2.9231,2.77,8.71,4.56,6.49,1.09,9.38,3.47,2.55,1.29,1.28,1.9,3.07,1.34,7.89,-0.406,-0.0476,-1.0727
Chris Beal,Bantamweight,5,E,9,,False,0.0,False,False,0.6666666666666666,175.26,0.2,16.1429,0.3593,0.6169,0.0265,0.1327,2.0,0.5,58.0,0.7826,0.0,69.3571,3.5714,5.79,6.75,6.12,1.79,8.63,1.28,5.99,3.29,6.7,9.02,8.44,3.07,7.12,8.67,0.8935,-0.3248,-0.4988
Chris Camozzi,Middleweight,19,E,13,,False,0.0,False,False,0.6486486486486487,190.5,0.1053,16.3265,0.4494,0.5634,0.25,0.1575,2.6530612244897958,0.0816,19.0,0.5783,0.0526,33.449,0.3878,5.82,4.32,6.26,5.22,6.22,8.69,6.85,4.94,2.05,2.14,4.38,5.3,3.67,1.65,-0.7559,-0.8767,-0.1402
Chris Cariaso,Flyweight,13,D+,43,7.0,False,0.0,False,False,0.68,162.56,0.0769,15.973,0.432,0.6035,0.1354,0.225,4.702702702702703,0.2703,39.0,0.5676,0.0,38.9459,1.4595,1.79,3.81,6.04,4.37,8.16,4.89,8.5,8.42,4.46,5.75,4.21,3.07,4.37,4.58,0.0486,-0.9818,-0.4848
Chris Clements,Welterweight,5,E,9,,False,0.0,False,False,0.6666666666666666,177.8,0.2,13.75,0.4985,0.4455,0.2545,0.2364,3.8333333333333335,0.0,0.0,0.32,0.0,15.1667,1.5,1.65,6.75,4.6,7.52,1.76,8.79,8.74,7.23,1.29,1.28,1.68,3.07,1.88,4.71,-0.6751,-0.5123,-1.3643
Chris Curtis,Middleweight,12,D,35,13.0,False,0.0,False,False,0.7272727272727273,190.5,0.25,25.697,0.493,0.5381,0.0531,0.0649,6.818181818181818,0.0,0.0,0.6463,0.0,5.6364,0.3939,5.82,7.69,9.59,7.31,4.85,1.68,2.74,9.63,1.29,1.28,5.69,3.07,1.19,1.68,-1.6994,-0.2863,0.3126
Chris Daukaus,Heavyweight,8,D+,43,7.0,False,0.0,False,False,0.631578947368421,193.04,0.5,15.4,0.5,0.5547,0.0584,0.0844,1.2,0.0,0.0,1.0,0.0,13.0,3.1,3.48,9.67,5.68,7.62,5.76,1.76,3.67,1.88,1.29,1.28,9.9,3.07,1.66,8.1,-1.5466,0.9021,-0.6666
Chris Duncan,Lightweight,8,E,15,,False,0.0,False,False,0.875,180.34,0.0,20.0625,0.4619,0.5234,0.1682,0.0685,4.5625,0.8125,42.0,0.5556,0.375,57.125,2.1875,4.92,2.21,8.1,5.89,4.2,6.22,2.97,8.23,8.59,6.53,4.04,9.62,6.22,6.53,-0.452,0.5749,1.1822
Chris Gruetzemacher,Lightweight,7,E,11,,False,0.0,False,False,0.75,172.72,0.1429,26.5294,0.5709,0.5286,0.1973,0.2506,7.588235294117647,0.0588,50.0,0.6591,0.0,18.4706,1.7059,1.38,5.23,9.66,9.46,4.45,7.19,8.96,9.77,1.77,8.05,5.98,3.07,2.29,5.25,-0.7739,-0.7523,-0.6718
Chris Gutierrez,Bantamweight,15,D,36,12.0,False,0.0,False,False,0.7857142857142857,170.18,0.2,21.3095,0.5756,0.6341,0.5084,0.019,2.4047619047619047,0.0952,25.0,0.6786,0.0,12.8333,0.619,3.0,6.75,8.62,9.54,9.12,9.99,1.17,4.33,2.18,2.81,6.47,3.07,1.65,2.13,-1.3526,-0.235,-0.8689
Chris Leben,Middleweight,22,E,13,,False,0.0,False,False,0.6666666666666666,185.42,0.3182,12.4348,0.4291,0.5306,0.2308,0.2832,2.0652173913043477,0.3696,41.0,0.5493,0.0909,68.6087,2.7391,2.96,8.51,3.8,4.27,4.58,8.18,9.28,3.47,5.6,6.28,3.93,5.95,7.07,7.64,0.3704,0.5856,-0.5376
Chris Lytle,Welterweight,20,E,13,,False,0.0,False,False,0.6326530612244898,172.72,0.05,17.0417,0.4405,0.5803,0.0831,0.2005,5.125,0.1875,55.0,0.5424,0.3,35.875,0.5417,1.12,3.44,6.66,4.79,7.24,2.66,8.05,8.82,3.35,8.74,3.83,9.24,4.0,1.94,-0.0054,0.3778,1.3171
Chris Padilla,Lightweight,5,E,10,,False,0.0,False,False,0.7272727272727273,187.96,0.4,30.0,0.5419,0.4942,0.3303,0.1212,5.0,0.3636,30.0,0.8,0.2,57.3636,1.5455,8.63,9.27,9.88,8.95,2.88,9.64,5.51,8.67,5.51,3.67,8.62,8.21,6.25,4.84,-0.9012,1.8917,1.0061
Chris Wade,Lightweight,7,E,14,,False,0.0,False,False,0.8,177.8,0.0,8.0588,0.5394,0.5188,0.3066,0.2701,1.7058823529411764,0.8235,51.0,0.5517,0.2857,125.2941,1.5294,2.99,2.21,1.63,8.9,3.99,9.39,9.18,2.71,8.66,8.3,3.97,9.09,9.54,4.81,1.9524,-0.0366,-1.1606
Chris Weidman,Middleweight,20,A,80,1.0,True,3.0,False,False,0.6666666666666666,198.12,0.2,13.0417,0.4513,0.5101,0.1054,0.0927,2.0833333333333335,0.9167,42.0,0.7241,0.15,81.2083,3.1667,8.82,6.75,4.17,5.34,3.5,3.59,4.11,3.54,9.05,6.53,7.4,7.24,7.87,8.2,0.4348,0.2285,0.7543
Christian Leroy Duncan,Middleweight,9,D,37,12.0,False,0.0,False,False,0.8571428571428571,200.66,0.5556,20.05,0.5795,0.5282,0.3591,0.1646,3.1,0.1,11.0,0.6333,0.0,57.55,1.55,9.28,9.8,8.08,9.58,4.42,9.8,7.09,5.8,2.22,1.62,5.45,3.07,6.27,4.85,-1.0448,1.5211,-0.8071
Christian Rodriguez,Featherweight,9,E,11,,False,0.0,False,False,0.75,180.34,0.0,18.2174,0.5231,0.5634,0.0931,0.1814,3.260869565217391,0.6522,40.0,0.6579,0.1111,73.2174,2.7391,5.99,2.21,7.29,8.43,6.22,3.0,7.6,6.16,7.85,6.01,5.94,6.35,7.34,7.64,0.9082,-0.8096,0.8693
Christian Wellisch,Heavyweight,5,E,9,,False,0.0,False,False,0.6153846153846154,195.58,0.0,12.7778,0.2791,0.5608,0.1565,0.2087,0.8888888888888888,0.3333,42.0,0.4545,0.2,30.3333,0.8889,4.28,2.21,4.04,1.09,6.07,5.75,8.16,1.46,5.18,6.53,2.74,8.21,3.37,2.86,-0.0701,-0.7842,1.9592
Christos Giagos,Lightweight,14,E,12,,False,0.0,False,False,0.625,180.34,0.0714,13.0741,0.4182,0.5079,0.1133,0.1161,3.0,0.8148,36.0,0.5217,0.1429,77.4444,1.8889,4.92,3.71,4.19,3.83,3.38,3.94,5.22,5.59,8.61,5.09,3.52,7.04,7.61,5.82,0.4221,-0.3878,0.1222
Chuck Liddell,Light Heavyweight,23,A,81,,True,4.0,False,False,0.7241379310344828,193.04,0.4348,13.5778,0.3735,0.6022,0.2439,0.1358,1.0,0.1556,75.0,0.814,0.0,24.6279,2.1778,5.81,9.5,4.47,2.1,8.12,8.54,6.12,1.62,2.95,9.72,8.81,3.07,2.83,6.51,-0.8005,0.7484,-0.8381
Ciryl Gane,Heavyweight,13,B,61,1.0,True,0.0,False,False,0.8666666666666667,205.74,0.3077,25.1081,0.6165,0.6077,0.2939,0.07,6.945945945945946,0.2162,25.0,0.4706,0.1538,26.027,0.7297,8.11,8.44,9.49,9.89,8.35,9.31,3.05,9.66,3.76,2.81,2.88,7.29,2.95,2.44,-1.1947,0.6794,1.386
Claudia Gadelha,Women's Strawweight,12,C+,58,1.0,False,0.0,False,False,0.782608695652174,160.02,0.0,16.3889,0.4155,0.5721,0.0424,0.1051,2.0833333333333335,1.0,42.0,0.5882,0.0833,89.1667,1.75,4.5,2.21,6.3,3.67,6.69,1.46,4.7,3.54,9.28,6.53,4.56,5.84,8.45,5.39,0.2963,-0.5419,1.3435
Claudio Puelles,Lightweight,9,E,11,,False,0.0,False,False,0.7647058823529411,182.88,0.0,7.0,0.4667,0.4811,0.0559,0.0621,2.260869565217391,1.0,36.0,0.6,0.3333,121.9565,2.6522,6.44,2.21,1.39,6.06,2.5,1.73,2.63,3.99,9.28,5.09,4.83,9.43,9.46,7.48,1.6612,0.2499,-0.0755
Claudio Silva,Welterweight,8,E,11,,False,0.0,False,False,0.7777777777777778,180.34,0.0,11.75,0.4204,0.4601,0.2383,0.0468,2.5,0.9,26.0,0.4444,0.375,96.0,2.8,2.39,2.21,3.4,3.94,2.0,8.36,1.96,4.54,9.0,2.99,2.63,9.62,8.74,7.72,0.7388,0.5008,1.9135
Clay Guida,Lightweight,37,D+,43,7.0,False,0.0,False,False,0.6333333333333333,177.8,0.0541,12.4301,0.3316,0.609,0.2413,0.1367,2.0,0.8387,35.0,0.6944,0.1351,100.9355,2.6344,2.99,3.48,3.8,1.36,8.36,8.46,6.18,3.29,8.74,4.82,6.79,6.81,8.95,7.44,0.7099,-0.5442,0.8683
Clayton Carpenter,Flyweight,5,E,13,,False,0.0,False,False,0.8888888888888888,167.64,0.0,15.4,0.5,0.4617,0.2532,0.0909,4.5,0.4,46.0,0.5,0.4,66.9,2.6,3.98,2.21,5.68,7.62,2.04,8.78,4.02,8.16,5.84,7.38,3.27,9.73,6.93,7.38,0.6785,0.9166,0.1394
Clint Hester,Middleweight,7,E,10,,False,0.0,False,False,0.6470588235294118,195.58,0.2857,15.5,0.4283,0.5688,0.1089,0.0927,2.625,0.3125,35.0,0.6,0.0,48.1875,2.125,8.12,8.17,5.74,4.23,6.55,3.72,4.11,4.86,4.96,4.82,4.83,3.07,5.37,6.39,-0.5038,-0.1198,-0.4922
Cody Brundage,Middleweight,16,E,12,,False,0.0,False,False,0.6111111111111112,182.88,0.25,9.8,0.4983,0.5177,0.1429,0.0952,0.8333333333333334,0.4667,46.0,0.6667,0.0625,44.2333,2.3,1.88,7.69,2.37,7.49,3.93,5.28,4.19,1.36,6.4,7.38,6.2,5.45,4.94,6.76,0.1205,0.016,-1.1443
Cody Durden,Flyweight,16,D,35,13.0,False,0.0,False,False,0.68,170.18,0.0625,14.1622,0.4482,0.5077,0.1393,0.0382,1.8108108108108107,1.1622,47.0,0.5652,0.0625,99.7568,1.5676,4.97,3.58,4.9,5.19,3.36,5.09,1.64,2.93,9.56,7.56,4.18,5.45,8.92,4.89,0.2995,-0.7056,0.365
Cody Garbrandt,Bantamweight,17,B,61,1.0,True,0.0,False,False,0.6666666666666666,165.1,0.3529,12.8947,0.4036,0.5891,0.1449,0.0816,1.736842105263158,0.2632,27.0,0.8182,0.0,16.0526,0.6842,1.51,8.91,4.08,3.1,7.59,5.38,3.57,2.77,4.39,3.14,8.86,3.07,2.01,2.33,-1.1478,0.8655,-0.8266
Cody Gibson,Bantamweight,10,E,11,,False,0.0,False,False,0.6666666666666666,180.34,0.1,16.3182,0.4614,0.5752,0.1114,0.2256,2.8636363636363638,0.6364,37.0,0.6957,0.1,70.5909,0.7273,8.58,4.23,6.25,5.87,6.92,3.82,8.53,5.31,7.74,5.32,6.84,6.13,7.2,2.43,-0.0354,-0.2877,0.2159
Cody McKenzie,Lightweight,7,E,10,,False,0.0,False,False,0.6153846153846154,182.88,0.0,7.2308,0.3431,0.6723,0.0957,0.1277,0.9230769230769231,0.6923,25.0,0.1429,0.2857,70.4615,1.1538,6.44,2.21,1.44,1.49,9.77,3.14,5.74,1.51,8.04,2.81,1.13,9.09,7.2,3.76,1.3322,-0.0118,1.6404
Cody Stamann,Bantamweight,15,D+,41,9.0,False,0.0,False,False,0.7241379310344828,162.56,0.0667,20.4211,0.4686,0.6048,0.1044,0.1302,5.315789473684211,0.6842,37.0,0.7627,0.0,55.2105,2.0,1.18,3.62,8.25,6.14,8.22,3.5,5.87,8.96,7.98,5.32,8.12,3.07,5.99,6.08,-0.1526,-1.2495,0.3462
Colby Covington,Welterweight,17,B,61,1.0,True,0.0,False,False,0.7727272727272727,182.88,0.1765,18.0164,0.3848,0.5478,0.1474,0.0974,2.8524590163934427,1.1475,42.0,0.6897,0.1176,123.0164,1.9016,3.42,6.24,7.18,2.39,5.4,5.47,4.29,5.3,9.52,6.53,6.69,6.49,9.48,5.84,0.068,0.0333,1.6748
Cole Miller,Featherweight,20,E,13,,False,0.0,False,False,0.65625,185.42,0.05,13.4444,0.3331,0.5928,0.1339,0.1157,2.2888888888888888,0.1778,36.0,0.3864,0.35,40.9111,1.3111,8.64,3.44,4.42,1.36,7.78,4.82,5.19,4.03,3.21,5.09,2.13,9.55,4.56,4.15,0.2414,0.9986,0.9904
Conor McGregor,Featherweight,14,B,64,1.0,True,0.0,True,False,0.7857142857142857,187.96,0.5714,21.3929,0.4975,0.5416,0.1302,0.1018,3.642857142857143,0.1786,55.0,0.6667,0.0,29.6786,2.75,9.51,9.83,8.65,7.46,5.07,4.73,4.53,6.91,3.22,8.74,6.2,3.07,3.3,7.67,-1.5984,2.1294,-0.7135
Constantinos Philippou,Middleweight,10,E,12,,False,0.0,False,False,0.7222222222222222,185.42,0.3,10.1667,0.3511,0.5441,0.0738,0.123,1.25,0.125,42.0,0.6591,0.0,26.4583,1.5833,2.96,8.38,2.53,1.64,5.19,2.26,5.56,1.98,2.48,6.53,5.98,3.07,3.0,4.93,-0.5152,-0.0336,-1.1963
Corey Anderson,Light Heavyweight,15,C,51,4.0,False,0.0,False,False,0.7368421052631579,200.66,0.2,20.0278,0.4628,0.5921,0.0763,0.1609,2.9166666666666665,1.4722,50.0,0.8333,0.0,111.4722,5.0556,8.6,6.75,8.08,5.93,7.76,2.38,6.98,5.44,9.83,8.05,9.07,3.07,9.29,9.45,0.7581,-0.8964,1.8579
Cortney Casey,Women's Strawweight,15,D+,40,10.0,False,0.0,False,False,0.5,170.18,0.0667,20.9231,0.3914,0.5516,0.2096,0.1164,2.230769230769231,0.1282,31.0,0.3958,0.1333,16.9487,2.0769,9.21,3.62,8.47,2.58,5.62,7.58,5.24,3.92,2.53,3.85,2.17,6.76,2.09,6.24,-0.3001,0.3179,-0.045
Cory McKenna,Women's Strawweight,6,E,10,,False,0.0,False,False,0.6666666666666666,147.32,0.0,13.0667,0.3664,0.4488,0.0765,0.0918,0.8666666666666667,0.6667,47.0,0.6667,0.1667,109.8667,0.8667,1.21,2.21,4.18,1.93,1.8,2.41,4.08,1.42,7.9,7.56,6.2,7.58,9.26,2.77,0.3889,0.0515,-0.2464
Cory Sandhagen,Bantamweight,16,C+,56,2.0,False,0.0,False,False,0.782608695652174,177.8,0.375,22.4314,0.45,0.5673,0.1958,0.0297,3.4901960784313726,0.3529,34.0,0.5638,0.0625,55.7843,3.1569,7.28,9.06,8.92,5.26,6.44,7.12,1.4,6.57,5.38,4.58,4.16,5.45,6.04,8.18,-0.2665,1.4432,0.2534
Court McGee,Welterweight,24,E,13,,False,0.0,False,False,0.6216216216216216,190.5,0.0,21.6508,0.3686,0.6096,0.2529,0.0609,4.936507936507937,0.5714,24.0,0.7083,0.125,68.4286,1.9524,7.34,2.21,8.75,1.97,8.39,8.77,2.57,8.61,7.25,2.63,7.05,6.62,7.05,5.94,-0.5913,-0.9741,2.757
Cristiane Justino,Women's Featherweight,7,E,20,,False,0.0,False,False,0.9130434782608695,172.72,0.5714,28.75,0.57,0.679,0.1391,0.2196,8.5,0.1875,55.0,0.8824,0.0,35.8125,3.875,6.62,9.83,9.83,9.45,9.82,5.06,8.38,9.92,3.35,8.74,9.47,3.07,3.99,8.92,-0.8377,0.7136,-0.1159
Cub Swanson,Featherweight,26,C+,56,2.0,False,0.0,False,False,0.6818181818181818,177.8,0.3077,24.1912,0.5257,0.5855,0.2006,0.0973,4.75,0.2059,50.0,0.7257,0.0,20.1765,1.7941,4.38,8.44,9.27,8.5,7.43,7.29,4.28,8.48,3.59,8.05,7.42,3.07,2.47,5.54,-1.2425,0.4887,-0.4708
Curtis Blaydes,Heavyweight,21,C+,56,2.0,False,0.0,False,False,0.7916666666666666,203.2,0.381,16.8542,0.5213,0.5393,0.1669,0.1792,1.8541666666666667,1.375,48.0,0.35,0.0,109.625,5.0625,7.43,9.11,6.57,8.36,4.94,6.16,7.52,3.01,9.8,7.72,1.87,3.07,9.24,9.46,0.7124,0.166,1.3174
Curtis Millender,Welterweight,5,D,33,15.0,False,0.0,False,False,0.7727272727272727,193.04,0.2,18.5,0.4805,0.6154,0.2613,0.045,2.6666666666666665,0.0833,100.0,0.5294,0.0,4.3333,0.4167,8.37,6.75,7.42,6.73,8.57,8.9,1.92,4.97,2.06,9.91,3.63,3.07,1.12,1.71,-1.5795,-0.4761,-0.7398
Cynthia Calvillo,Women's Strawweight,13,C+,56,2.0,False,0.0,False,False,0.6,162.56,0.0,21.6471,0.3841,0.6401,0.1603,0.0258,6.588235294117647,0.5882,44.0,0.7778,0.2308,56.9706,2.2941,6.29,2.21,8.74,2.36,9.26,5.87,1.31,9.55,7.38,6.96,8.36,8.7,6.19,6.75,-0.1195,0.5312,1.4773
Cyril Asker,Heavyweight,5,E,10,,False,0.0,False,False,0.6923076923076923,187.96,0.2,9.5,0.3904,0.3571,0.0,0.0702,1.0,0.8333,62.0,1.0,0.2,81.6667,5.5,1.93,6.75,2.25,2.55,1.06,1.03,3.08,1.62,8.69,9.24,9.9,8.21,7.95,9.63,1.413,0.2413,-0.2462
Cyrille Diabate,Light Heavyweight,8,E,11,,False,0.0,False,False,0.6551724137931034,205.74,0.125,18.1429,0.7278,0.6231,0.1299,0.0945,4.642857142857143,0.3571,83.0,0.5714,0.125,42.3571,3.7857,9.34,4.77,7.23,9.99,8.82,4.72,4.17,8.33,5.44,9.81,4.28,6.62,4.76,8.83,-0.2103,-0.5206,-1.2312
Da Woon Jung,Light Heavyweight,9,E,11,,False,0.0,False,False,0.7142857142857143,198.12,0.2222,14.5238,0.4072,0.493,0.2033,0.1279,2.0,0.4762,47.0,0.7586,0.1111,59.4286,1.2381,7.9,7.28,5.16,3.26,2.83,7.41,5.75,3.29,6.51,7.56,8.06,6.35,6.4,3.95,-0.3932,0.0484,0.0181
Da'Mon Blackshear,Bantamweight,10,E,11,,False,0.0,False,False,0.68,182.88,0.1,19.9545,0.4592,0.5219,0.2141,0.1435,4.636363636363637,0.4545,33.0,0.7143,0.3,63.7727,1.5,9.38,4.23,8.05,5.75,4.11,7.74,6.38,8.32,6.28,4.25,7.18,9.24,6.66,4.71,0.4596,1.1424,1.2744
DaMarques Johnson,Welterweight,10,E,10,,False,0.0,False,False,0.5,190.5,0.2,8.375,0.3775,0.5133,0.0821,0.1493,1.125,0.3125,55.0,0.1905,0.2,50.875,2.125,7.34,6.75,1.78,2.24,3.68,2.6,6.58,1.77,4.96,8.74,1.16,8.21,5.59,6.39,0.5153,0.6625,-1.487
Dalcha Lungiambula,Middleweight,7,E,10,,False,0.0,False,False,0.6470588235294118,193.04,0.1429,12.6471,0.4507,0.5299,0.0651,0.2093,3.5294117647058822,0.5882,45.0,0.7778,0.0,67.5882,3.0588,7.21,5.23,3.96,5.3,4.55,2.0,8.18,6.64,7.38,7.18,8.36,3.07,6.99,8.06,0.3782,-1.0123,-0.9249
Damian Stasiak,Bantamweight,6,E,10,,False,0.0,False,False,0.625,177.8,0.0,8.5625,0.3634,0.5288,0.1533,0.0584,1.75,0.8125,35.0,0.4375,0.3333,63.5,0.8125,7.28,2.21,1.85,1.84,4.46,5.68,2.42,2.81,8.59,4.82,2.53,9.43,6.62,2.59,0.6452,0.6517,-0.4216
Damien Brown,Lightweight,6,E,9,,False,0.0,False,False,0.5862068965517241,172.72,0.1667,17.2857,0.386,0.5008,0.186,0.0537,2.7142857142857144,0.2143,27.0,0.5385,0.0,15.5714,1.5,1.38,5.94,6.8,2.43,3.02,6.83,2.19,5.05,3.71,3.14,3.78,3.07,1.94,4.71,-0.8757,-0.6108,0.5711
Damir Hadzovic,Lightweight,10,E,11,,False,0.0,False,False,0.6363636363636364,177.8,0.2,14.3043,0.4782,0.5945,0.0942,0.1064,2.130434782608696,0.2609,54.0,0.3478,0.0,20.087,1.5652,2.99,6.75,5.04,6.61,7.84,3.07,4.79,3.66,4.37,8.58,1.85,3.07,2.43,4.88,-0.4188,-0.4366,-1.3928
Damir Ismagulov,Lightweight,7,D,38,11.0,False,0.0,False,False,0.8888888888888888,187.96,0.0,16.8095,0.4279,0.6121,0.1416,0.051,5.285714285714286,0.3333,28.0,0.7027,0.0,56.4762,1.9524,8.63,2.21,6.54,4.19,8.47,5.21,2.09,8.95,5.18,3.32,6.97,3.07,6.13,5.94,-0.3288,-1.5947,-0.2827
Damon Jackson,Featherweight,14,E,13,,False,0.0,False,False,0.7419354838709677,180.34,0.0714,13.0968,0.4287,0.4915,0.0887,0.2291,3.967741935483871,0.6774,32.0,0.3793,0.1429,109.7097,1.6774,5.99,3.71,4.2,4.25,2.75,2.83,8.61,7.45,7.96,3.96,2.08,7.04,9.25,5.17,1.1029,-0.1811,0.6985
