name,wc,n_fights,tier_label,tier_score,best_rank,ever_champion,max_defenses,dual_weight_champ,is_incumbent,win_rate,reach_cm,ko_rate,sig_per_r,sig_acc,str_def,leg_pct,clinch_pct,body_per_r,td_per_r,td_avg_acc,td_def,sub_rate,ctrl_per_r,gnp_per_r,pct_reach,pct_striking_power,pct_striking_volume,pct_striking_accuracy,pct_striking_defense,pct_leg_kicks,pct_clinch,pct_body,pct_td_frequency,pct_td_accuracy,pct_td_defense,pct_submission,pct_control,pct_ground_pound,x,y,z
Anthony Pettis,Lightweight,20,B+,70,1.0,True,1.0,False,False,0.7058823529411765,182.88,0.15,15.0784,0.484,0.5291,0.143,0.0689,3.176470588235294,0.1569,50.0,0.5588,0.2,31.7451,1.1569,6.44,5.48,5.47,6.91,4.49,5.31,2.99,5.98,2.98,8.05,4.11,8.21,3.5,3.77,-0.2256,0.4215,-0.9286
Anthony Rocco Martin,Welterweight,15,D,33,15.0,False,0.0,False,False,0.7391304347826086,185.42,0.0667,12.4634,0.3719,0.5828,0.182,0.0822,1.146341463414634,0.2195,27.0,0.6875,0.2,70.9512,1.0,4.61,3.62,3.85,2.04,7.34,6.65,3.59,1.81,3.78,3.14,6.63,8.21,7.21,3.22,-0.0717,-0.1289,0.2104
Anthony Smith,Light Heavyweight,25,C+,56,2.0,False,0.0,False,False,0.6333333333333333,193.04,0.24,14.0,0.5006,0.4438,0.1881,0.0762,2.5833333333333335,0.1333,22.0,0.5,0.2,16.3833,0.6167,5.81,7.56,4.79,7.67,1.73,6.89,3.35,4.79,2.62,2.43,3.27,8.21,2.05,2.12,-0.7764,0.7826,-0.4771
Antoni Hardonk,Heavyweight,8,E,10,,False,0.0,False,False,0.5714285714285714,198.12,0.5,12.4286,0.6148,0.4696,0.2701,0.3908,2.642857142857143,0.0,0.0,0.4,0.0,10.2857,1.7857,5.5,9.67,3.79,9.87,2.2,9.04,9.85,4.92,1.29,1.28,2.23,3.07,1.52,5.51,-0.1889,0.8478,-0.9364
Antonina Shevchenko,Women's Flyweight,8,D,37,11.0,False,0.0,False,False,0.7142857142857143,170.18,0.125,16.4,0.5333,0.5285,0.1128,0.1982,4.0,0.15,42.0,0.4848,0.125,66.95,2.25,6.32,4.77,6.32,8.76,4.44,3.91,7.99,7.51,2.86,6.53,3.08,6.62,6.93,6.67,0.6881,0.3319,-1.6832
Antonio Carlos Junior,Middleweight,13,D,37,11.0,False,0.0,False,False,0.6875,200.66,0.0,9.0625,0.4258,0.5281,0.1448,0.1,1.625,1.0625,39.0,0.5333,0.3846,131.6875,2.3125,9.28,2.21,2.06,4.12,4.41,5.37,4.46,2.57,9.39,5.75,3.69,9.67,9.66,6.81,1.2458,0.4037,0.4984
Antonio Rodrigo Nogueira,Heavyweight,11,B,61,7.0,True,0.0,False,False,0.7727272727272727,195.58,0.0909,12.0,0.408,0.561,0.0492,0.1856,1.7727272727272727,0.3636,29.0,0.375,0.1818,63.8636,0.5,4.28,4.07,3.54,3.3,6.11,1.58,7.68,2.86,5.51,3.49,2.04,7.87,6.68,1.86,0.0413,-0.3942,2.1366
Antonio Silva,Heavyweight,11,C,51,4.0,False,0.0,False,False,0.6129032258064516,208.28,0.2727,10.2105,0.5079,0.4121,0.2474,0.2165,2.0,0.0,29.0,0.6154,0.0,17.0,1.0526,8.4,7.98,2.58,7.93,1.34,8.64,8.33,3.29,1.29,3.49,5.07,3.07,2.1,3.35,-0.6493,-0.3666,-1.188
Aoriqileng,Bantamweight,9,E,11,,False,0.0,False,False,0.6756756756756757,175.26,0.2222,20.55,0.4988,0.4866,0.1144,0.056,4.85,0.35,46.0,0.5833,0.0,33.7,2.3,5.79,7.28,8.3,7.55,2.62,4.0,2.31,8.55,5.34,7.38,4.47,3.07,3.7,6.76,-0.7564,-0.0977,-0.5503
Ariane Carnelossi,Women's Strawweight,6,E,14,,False,0.0,False,False,0.8333333333333334,154.94,0.1667,11.375,0.3864,0.4423,0.2033,0.1648,1.4375,0.3125,55.0,0.2273,0.1667,47.3125,0.9375,2.21,5.94,3.17,2.45,1.71,7.41,7.11,2.27,4.96,8.74,1.24,7.58,5.29,3.03,0.4216,1.2445,-1.8944
Ariane da Silva,Women's Flyweight,14,D,37,11.0,False,0.0,False,False,0.6071428571428571,170.18,0.0,18.5714,0.4114,0.5056,0.12,0.14,7.171428571428572,0.1429,38.0,0.68,0.1429,38.2857,1.2857,6.32,2.21,7.47,3.43,3.26,4.24,6.26,9.72,2.75,5.54,6.49,7.04,4.27,4.05,-0.6567,-0.4192,-0.6556
Arman Tsarukyan,Lightweight,12,C+,58,1.0,False,0.0,False,False,0.88,182.88,0.3333,17.7188,0.5004,0.5486,0.1182,0.0741,3.875,1.0,37.0,0.75,0.0833,116.8438,5.5,6.44,8.71,7.05,7.65,5.46,4.16,3.27,7.31,9.28,5.32,7.9,5.84,9.38,9.63,0.8494,0.7634,0.2215
Armen Petrosyan,Middleweight,7,E,10,,False,0.0,False,False,0.6428571428571429,180.34,0.0,29.2353,0.5304,0.5309,0.4547,0.0483,6.411764705882353,0.0588,33.0,0.4167,0.0,17.7059,1.0,1.29,2.21,9.86,8.67,4.6,9.95,2.02,9.46,1.77,4.25,2.35,3.07,2.21,3.22,-1.5199,-1.7936,0.7269
Arnold Allen,Featherweight,15,C+,55,3.0,False,0.0,False,False,0.8695652173913043,177.8,0.1333,16.6304,0.4399,0.6021,0.085,0.0392,3.0,0.3913,47.0,0.7308,0.1333,41.8043,1.1739,4.38,4.94,6.44,4.75,8.11,2.72,1.68,5.59,5.77,7.56,7.55,6.76,4.68,3.8,-0.6509,0.2121,-0.6924
Artem Lobov,Featherweight,7,E,9,,False,0.0,False,False,0.4642857142857143,165.1,0.0,17.6087,0.4145,0.5054,0.3235,0.042,3.0869565217391304,0.1304,25.0,0.52,0.0,31.2174,0.2609,1.14,2.21,7.01,3.59,3.24,9.6,1.85,5.74,2.58,2.81,3.51,3.07,3.46,1.46,-0.8912,-1.4228,-0.6804
Ashlee Evans-Smith,Women's Bantamweight,9,D+,40,10.0,False,0.0,False,False,0.5,170.18,0.1111,19.3913,0.3407,0.5386,0.1839,0.2197,5.869565217391305,0.3043,22.0,0.5,0.0,35.2174,1.6957,5.28,4.47,7.86,1.46,4.9,6.76,8.39,9.24,4.82,2.43,3.27,3.07,3.9,5.21,-0.4465,-0.6787,0.8572
Ashley Yoder,Women's Strawweight,11,E,10,,False,0.0,False,False,0.47058823529411764,175.26,0.0,17.0909,0.3917,0.4705,0.1135,0.0851,4.121212121212121,0.3636,27.0,0.6667,0.0,79.1818,2.8182,10.0,2.21,6.69,2.61,2.25,3.95,3.74,7.7,5.51,3.14,6.2,3.07,7.73,7.74,0.4368,-1.1447,0.3297
Askar Askarov,Flyweight,5,C+,57,2.0,False,0.0,False,False,0.9333333333333333,170.18,0.0,15.2667,0.5401,0.5792,0.1266,0.1048,1.6,0.8667,24.0,0.6667,0.0,93.9333,2.0667,4.97,2.21,5.64,8.91,7.16,4.54,4.68,2.53,8.85,2.63,6.2,3.07,8.66,6.23,0.5117,-1.4583,0.85
Aspen Ladd,Women's Bantamweight,7,C+,56,2.0,False,0.0,False,False,0.75,167.64,0.4286,16.1111,0.47,0.4703,0.0517,0.1793,2.8333333333333335,0.4444,47.0,0.625,0.0,89.3889,5.6667,3.14,9.46,6.11,6.21,2.24,1.63,7.54,5.27,6.21,7.56,5.23,3.07,8.47,9.67,0.959,1.4722,-0.4526
Asu Almabayev,Flyweight,7,D+,44,7.0,False,0.0,False,False,0.88,165.1,0.0,10.5,0.5097,0.5383,0.219,0.1095,2.55,1.35,43.0,0.4444,0.2857,126.75,2.55,2.79,2.21,2.7,8.01,4.87,7.9,4.95,4.67,9.77,6.76,2.63,9.09,9.58,7.31,1.3847,0.2079,0.8687
Ateba Gautier,Middleweight,5,E,13,,False,0.0,False,False,0.8888888888888888,205.74,0.8,13.75,0.3754,0.5385,0.0364,0.1091,2.875,0.125,0.0,1.0,0.0,0.625,0.625,9.76,9.99,4.6,2.14,4.89,1.38,4.92,5.35,2.48,1.28,9.9,3.07,1.03,2.14,-2.5974,3.05,-0.6789
Augusto Sakai,Heavyweight,9,D+,42,8.0,False,0.0,False,False,0.7619047619047619,195.58,0.2222,18.6957,0.4931,0.4564,0.1256,0.3488,5.260869565217392,0.087,40.0,0.375,0.0,44.7391,0.8696,4.28,7.28,7.55,7.31,1.94,4.51,9.72,8.93,2.09,6.01,2.04,3.07,4.99,2.79,-0.5655,-0.6439,-0.2923
Austen Lane,Heavyweight,7,E,10,,False,0.0,False,False,0.65,203.2,0.0,7.7273,0.5152,0.3623,0.2,0.0118,2.272727272727273,0.3636,28.0,0.5,0.0,78.1818,1.0909,7.43,2.21,1.54,8.2,1.08,7.27,1.09,4.0,5.51,3.32,3.27,3.07,7.67,3.52,-0.1336,-1.8665,-0.964
Austin Hubbard,Lightweight,12,E,11,,False,0.0,False,False,0.6296296296296297,180.34,0.0833,19.4375,0.4203,0.5517,0.1929,0.0643,5.5,0.5312,28.0,0.6818,0.0,51.2188,1.0625,4.92,3.93,7.87,3.93,5.63,7.07,2.69,9.08,6.92,3.32,6.51,3.07,5.64,3.39,-0.4473,-1.109,0.82
Austin Lingo,Featherweight,5,E,10,,False,0.0,False,False,0.75,177.8,0.0,19.0714,0.3766,0.5741,0.0674,0.0112,4.714285714285714,0.1429,66.0,0.7556,0.0,29.0,0.0,4.38,2.21,7.7,2.19,6.85,2.04,1.08,8.45,2.75,9.5,8.03,3.07,3.23,1.03,-1.4764,-1.3995,-0.2232
Azamat Murzakanov,Light Heavyweight,7,D+,46,6.0,False,0.0,False,False,1.0,180.34,0.7143,17.6875,0.5649,0.5584,0.0389,0.0636,4.4375,0.1875,15.0,0.8889,0.0,23.0,4.3125,1.22,9.97,7.04,9.39,5.94,1.4,2.66,8.08,3.35,1.82,9.52,3.07,2.71,9.19,-0.9595,2.6387,-0.3827
BJ Penn,Lightweight,27,E,13,,False,0.0,False,False,0.5333333333333333,177.8,0.2593,12.974,0.4755,0.5687,0.0541,0.2102,2.103896103896104,0.3377,55.0,0.7622,0.1481,45.2597,2.0909,2.99,7.81,4.16,6.47,6.54,1.71,8.2,3.59,5.27,8.74,8.11,7.23,5.03,6.29,0.1414,0.7382,-1.3715
Bartosz Fabinski,Welterweight,6,E,10,,False,0.0,False,False,0.75,190.5,0.0,9.4167,0.6807,0.5132,0.0973,0.4425,2.8333333333333335,2.0,70.0,0.8,0.0,200.8333,2.75,7.34,2.21,2.22,9.97,3.67,3.22,9.94,5.27,9.99,9.63,8.62,3.07,9.99,7.67,2.0789,-1.8449,-1.0247
Batgerel Danaa,Bantamweight,7,E,10,,False,0.0,False,False,0.7058823529411765,177.8,0.4286,22.2143,0.3655,0.474,0.1254,0.0579,2.4285714285714284,0.1429,50.0,0.625,0.0,7.5,2.4286,7.28,9.46,8.89,1.9,2.35,4.5,2.39,4.39,2.75,8.05,5.23,3.07,1.33,7.08,-1.2987,1.4198,0.519
Bec Rawlings,Women's Strawweight,7,D,34,14.0,False,0.0,False,False,0.4666666666666667,162.56,0.0,21.0,0.4281,0.5732,0.127,0.172,3.7222222222222223,0.2222,40.0,0.6842,0.1429,42.0556,1.1111,6.29,2.21,8.51,4.21,6.79,4.58,7.35,7.04,3.84,6.01,6.57,7.04,4.72,3.62,-0.4092,-0.0872,-0.2574
Belal Muhammad,Welterweight,21,B,61,1.0,True,0.0,False,False,0.8571428571428571,182.88,0.0952,21.3284,0.4334,0.556,0.0826,0.0504,2.9402985074626864,0.6866,38.0,0.9038,0.0476,68.209,1.7761,3.42,4.14,8.63,4.5,5.84,2.64,2.08,5.47,7.99,5.54,9.64,5.23,7.03,5.49,-0.565,-0.866,1.39
Ben Nguyen,Flyweight,7,D+,42,8.0,False,0.0,False,False,0.6666666666666666,165.1,0.1429,15.0,0.4008,0.5937,0.119,0.1476,2.857142857142857,0.0714,33.0,0.6316,0.2857,27.3571,1.0714,2.79,5.23,5.45,2.99,7.82,4.2,6.52,5.31,1.93,4.25,5.38,9.09,3.06,3.43,-0.6988,1.1418,-0.3682
Ben Rothwell,Heavyweight,17,C,51,4.0,False,0.0,False,False,0.7358490566037735,198.12,0.2353,17.025,0.4332,0.4471,0.1116,0.1263,2.725,0.225,34.0,0.5926,0.1765,48.425,1.45,5.5,7.49,6.65,4.48,1.78,3.83,5.69,5.07,3.91,4.58,4.68,7.81,5.39,4.56,-0.5841,0.385,0.7846
Ben Saunders,Welterweight,19,E,13,,False,0.0,False,False,0.6285714285714286,195.58,0.1579,13.1351,0.5021,0.5114,0.1049,0.3292,5.081081081081081,0.0541,40.0,0.6667,0.1579,25.8919,1.1081,9.09,5.65,4.24,7.73,3.56,3.54,9.61,8.74,1.73,6.01,6.2,7.36,2.92,3.61,-0.1678,0.1751,-0.7197
Beneil Dariush,Lightweight,26,C+,54,3.0,False,0.0,False,False,0.7931034482758621,182.88,0.1154,16.0769,0.4915,0.5723,0.1675,0.1531,3.673076923076923,0.6346,38.0,0.8269,0.1923,104.9808,2.8269,6.44,4.61,6.09,7.25,6.73,6.19,6.71,6.97,7.72,5.54,8.99,7.96,9.09,7.76,0.2655,0.1577,0.1524
Benoit Saint Denis,Lightweight,12,C,48,5.0,False,0.0,False,False,0.8333333333333334,185.42,0.4167,21.9545,0.5855,0.4217,0.1077,0.1801,5.818181818181818,1.0909,37.0,0.7222,0.3333,111.5455,6.9091,7.74,9.4,8.8,9.64,1.43,3.68,7.57,9.22,9.43,5.32,7.35,9.43,9.3,9.87,0.8957,2.6857,1.9857
Benson Henderson,Lightweight,14,A,80,1.0,True,3.0,False,False,0.7741935483870968,177.8,0.0,15.8846,0.4586,0.6457,0.2627,0.1864,4.75,0.6154,45.0,0.6543,0.1429,74.9615,2.9231,2.99,2.21,5.98,5.71,9.38,8.92,7.7,8.48,7.58,7.18,5.87,7.04,7.49,7.89,0.436,-0.8007,-0.1863
Bethe Correia,Women's Bantamweight,12,C,47,5.0,False,0.0,False,False,0.6470588235294118,162.56,0.0833,20.1212,0.4383,0.5604,0.1807,0.131,4.9393939393939394,0.1212,18.0,0.8571,0.0,35.697,0.1212,1.34,3.93,8.13,4.72,6.04,6.6,5.91,8.63,2.43,2.06,9.28,3.07,3.96,1.2,-0.9471,-0.8518,-0.3875
Bill Algeo,Featherweight,10,E,11,,False,0.0,False,False,0.6666666666666666,185.42,0.1,24.96,0.5123,0.4912,0.1955,0.101,6.04,0.36,50.0,0.5385,0.1,52.36,2.52,8.64,4.23,9.45,8.11,2.74,7.11,4.49,9.31,5.47,8.05,3.78,6.13,5.77,7.25,-0.51,-0.2047,-0.2427
Billy Quarantillo,Featherweight,11,E,12,,False,0.0,False,False,0.72,177.8,0.2727,30.8214,0.5221,0.4304,0.0765,0.1715,7.071428571428571,0.4643,24.0,0.6136,0.0909,71.0,5.0714,4.38,7.98,9.91,8.39,1.52,2.41,7.33,9.69,6.39,2.63,5.04,5.95,7.23,9.46,-0.0568,0.7863,2.4616
Blagoy Ivanov,Heavyweight,8,D+,42,8.0,False,0.0,False,False,0.76,185.42,0.0,16.2308,0.405,0.5349,0.019,0.0877,3.269230769230769,0.2308,40.0,0.6154,0.0,25.4615,0.3077,1.38,2.21,6.18,3.17,4.72,1.17,3.89,6.17,4.0,6.01,5.07,3.07,2.88,1.52,-0.8066,-1.8396,0.5375
Bo Nickal,Middleweight,6,D,34,15.0,False,0.0,False,False,0.875,193.04,0.3333,12.9167,0.6102,0.5968,0.1742,0.0839,2.75,0.5833,53.0,1.0,0.3333,69.0833,1.0,7.21,8.71,4.12,9.84,7.94,6.4,3.65,5.12,7.33,8.48,9.9,9.43,7.12,3.22,-0.3671,2.1607,0.2633
Bogdan Guskov,Light Heavyweight,6,D+,43,8.0,False,0.0,False,False,0.8571428571428571,193.04,0.5,19.9,0.559,0.4455,0.0754,0.0553,0.9,0.0,0.0,0.5714,0.1667,37.4,7.1,5.81,9.67,8.02,9.3,1.76,2.33,2.25,1.48,1.29,1.28,4.28,7.58,4.2,9.9,-0.366,2.294,-0.4039
Bojan Velickovic,Welterweight,6,E,10,,False,0.0,False,False,0.7142857142857143,193.04,0.1667,10.8333,0.3482,0.5758,0.3744,0.0974,1.6111111111111112,0.2222,25.0,0.5517,0.0,25.5556,0.5556,8.37,5.94,2.9,1.61,6.96,9.84,4.29,2.55,3.84,2.81,3.97,3.07,2.91,2.0,-0.2165,-0.7344,-0.3258
Bolaji Oki,Lightweight,5,E,10,,False,0.0,False,False,0.7692307692307693,185.42,0.0,28.8333,0.447,0.611,0.0867,0.0723,6.666666666666667,0.3333,60.0,0.75,0.0,33.6667,0.9167,7.74,2.21,9.85,5.14,8.44,2.76,3.17,9.58,5.18,9.12,7.9,3.07,3.69,2.98,-1.4254,-1.5509,1.1487
Brad Blackburn,Welterweight,5,E,9,,False,0.0,False,False,0.5806451612903226,185.42,0.2,21.0,0.3555,0.6532,0.2347,0.0544,3.142857142857143,0.2857,50.0,0.7692,0.0,41.5714,1.6429,4.61,6.75,8.51,1.68,9.55,8.25,2.21,5.93,4.65,8.05,8.22,3.07,4.65,5.07,-1.5674,-0.4766,1.8013
Brad Katona,Bantamweight,9,E,11,,False,0.0,False,False,0.7619047619047619,162.56,0.0,23.28,0.5248,0.5026,0.1615,0.1478,2.96,0.6,34.0,0.6154,0.0,82.8,2.84,1.18,2.21,9.12,8.48,3.08,5.93,6.53,5.51,7.45,4.58,5.07,3.07,7.99,7.77,0.1058,-1.7431,0.2888
Brad Pickett,Bantamweight,14,C,47,5.0,False,0.0,False,False,0.6410256410256411,172.72,0.0714,14.0909,0.324,0.5609,0.2022,0.1204,2.0303030303030303,0.6364,44.0,0.6053,0.0714,59.6061,1.7576,4.34,3.71,4.88,1.28,6.1,7.34,5.45,3.38,7.74,6.96,4.94,5.63,6.42,5.41,0.1882,-0.7108,0.1973
Brad Riddell,Lightweight,7,D,36,12.0,False,0.0,False,False,0.7142857142857143,180.34,0.0,21.1765,0.5365,0.5361,0.1306,0.0444,4.705882352941177,0.5294,36.0,0.6341,0.0,33.2353,2.7647,4.92,2.21,8.58,8.84,4.77,4.75,1.89,8.42,6.9,5.09,5.46,3.07,3.64,7.68,-0.4557,-1.5897,0.0135
Brad Scott,Middleweight,8,E,10,,False,0.0,False,False,0.6470588235294118,193.04,0.0,17.2105,0.4155,0.5725,0.1621,0.1437,3.8947368421052633,0.1053,15.0,0.6364,0.25,51.5789,0.6842,7.21,2.21,6.72,3.67,6.74,5.96,6.38,7.36,2.27,1.82,5.49,8.82,5.69,2.33,-0.7594,-0.3238,0.6907
Brad Tavares,Middleweight,28,D+,42,8.0,False,0.0,False,False,0.6363636363636364,187.96,0.0714,16.1429,0.4371,0.5492,0.2349,0.1207,2.7662337662337664,0.2208,26.0,0.8028,0.0,36.3377,0.5714,4.24,3.71,6.12,4.68,5.49,8.26,5.48,5.14,3.79,2.99,8.69,3.07,4.04,2.05,-0.8847,-1.3904,-0.2338
Brandon Davis,Featherweight,9,E,10,,False,0.0,False,False,0.5833333333333334,182.88,0.0,19.0,0.385,0.582,0.2677,0.0641,3.1739130434782608,0.2609,42.0,0.5763,0.1111,20.5652,0.8696,7.42,2.21,7.66,2.41,7.28,9.0,2.68,5.98,4.37,6.53,4.36,6.35,2.53,2.79,-0.7295,-0.7441,-0.0895
Brandon Moreno,Flyweight,20,B,61,1.0,True,0.0,False,False,0.7419354838709677,177.8,0.15,18.6857,0.444,0.5986,0.1009,0.055,2.9571428571428573,0.4429,44.0,0.6533,0.15,52.8714,1.2714,8.81,5.48,7.54,4.94,8.01,3.35,2.24,5.5,6.18,6.96,5.85,7.24,5.79,4.01,-0.5805,0.3716,0.0568
Brandon Royval,Flyweight,12,C+,58,1.0,False,0.0,False,False,0.68,172.72,0.0833,24.7742,0.4154,0.4304,0.0703,0.0469,3.838709677419355,0.1935,75.0,0.4516,0.25,18.4194,1.871,6.36,3.93,9.42,3.64,1.52,2.11,1.97,7.24,3.45,9.72,2.72,8.82,2.28,5.76,-0.8298,0.58,1.457
Brandon Thatch,Welterweight,6,E,10,,False,0.0,False,False,0.6875,187.96,0.3333,10.8182,0.4281,0.528,0.2101,0.2605,2.8181818181818183,0.3636,66.0,0.5,0.0,8.3636,0.8182,6.0,8.71,2.87,4.21,4.39,7.6,9.06,5.25,5.51,9.5,3.27,3.07,1.39,2.61,-0.7506,0.3057,-0.8487
Brandon Vera,Light Heavyweight,16,E,13,,False,0.0,False,False,0.6818181818181818,198.12,0.25,13.5946,0.5583,0.5248,0.3579,0.34,3.810810810810811,0.2162,53.0,0.6042,0.0625,43.2432,1.1622,7.9,7.69,4.49,9.29,4.29,9.79,9.66,7.18,3.76,8.48,4.9,5.45,4.86,3.77,-0.4191,-0.091,-1.3421
Brendan Allen,Middleweight,18,C,51,4.0,False,0.0,False,False,0.78125,190.5,0.1111,16.5556,0.5318,0.4797,0.1275,0.0617,3.6,0.4667,41.0,0.5476,0.3889,87.6444,2.8444,5.82,4.47,6.39,8.71,2.47,4.59,2.61,6.84,6.4,6.28,3.89,9.69,8.34,7.78,0.671,1.1191,0.1844
Brendan Schaub,Heavyweight,11,D,35,13.0,False,0.0,False,False,0.6666666666666666,198.12,0.2727,11.9474,0.3771,0.5721,0.0132,0.2643,1.736842105263158,0.6316,46.0,0.7273,0.0909,77.6316,2.6842,5.5,7.98,3.51,2.22,6.69,1.11,9.11,2.77,7.7,7.38,7.48,5.95,7.62,7.54,0.2195,0.0918,0.4637
Brendson Ribeiro,Light Heavyweight,7,E,10,,False,0.0,False,False,0.6538461538461539,205.74,0.0,10.75,0.4188,0.513,0.2481,0.0233,2.4166666666666665,0.25,42.0,0.2143,0.1429,11.0833,0.0833,9.34,2.21,2.81,3.85,3.67,8.65,1.27,4.36,4.25,6.53,1.23,7.04,1.59,1.12,-0.3874,-1.2357,-0.4563
Brett Johns,Bantamweight,7,D,36,13.0,False,0.0,False,False,0.8947368421052632,180.34,0.0,13.3158,0.4903,0.5343,0.0316,0.1265,1.2105263157894737,1.5263,49.0,0.5833,0.2857,142.3158,4.4737,8.58,2.21,4.36,7.21,4.69,1.35,5.7,1.9,9.86,7.82,4.47,9.09,9.82,9.27,2.2745,0.2413,0.39
Brian Ebersole,Welterweight,8,E,11,,False,0.0,False,False,0.7391304347826086,185.42,0.125,12.05,0.4898,0.5672,0.2448,0.1743,2.0,0.5,23.0,0.4167,0.0,100.45,2.85,4.61,4.77,3.58,7.19,6.43,8.55,7.38,3.29,6.7,2.53,2.35,3.07,8.93,7.78,0.6842,-1.0251,0.1048
Brian Foster,Welterweight,5,E,10,,False,0.0,False,False,0.7297297297297297,180.34,0.4,10.125,0.399,0.6522,0.0741,0.0617,1.75,0.75,60.0,0.375,0.2,50.75,5.375,2.39,9.27,2.52,2.9,9.52,2.26,2.61,2.81,8.27,9.12,2.04,8.21,5.58,9.58,1.5709,1.8428,-0.4445
Brian Johnston,Heavyweight,6,E,9,,False,0.0,False,False,0.5,,0.3333,4.8333,0.5472,0.4,0.2069,0.4828,0.8333333333333334,0.3333,0.0,0.2,0.0,47.5971,1.1667,9.41,8.71,1.1,9.11,1.21,7.49,9.98,1.36,5.18,1.28,1.19,3.07,5.31,3.79,1.2233,-0.1127,-1.972
Brian Kelleher,Bantamweight,17,D,33,15.0,False,0.0,False,False,0.6,167.64,0.1176,13.8125,0.4139,0.5462,0.1968,0.0656,2.09375,0.4688,41.0,0.6,0.1765,64.1562,2.125,2.02,4.63,4.64,3.57,5.31,7.16,2.78,3.57,6.43,6.28,4.83,7.81,6.74,6.39,0.2604,0.3828,-0.4944
Brian Ortega,Featherweight,14,C+,58,1.0,False,0.0,False,False,0.7619047619047619,175.26,0.2143,17.6667,0.3734,0.4928,0.1051,0.066,3.238095238095238,0.2857,25.0,0.5455,0.2857,23.7619,0.8571,2.92,7.13,7.03,2.08,2.82,3.57,2.81,6.1,4.65,2.81,3.85,9.09,2.74,2.74,-0.7162,1.6536,1.1356
Brian Stann,Light Heavyweight,11,E,11,,False,0.0,False,False,0.6666666666666666,187.96,0.2727,13.875,0.433,0.5912,0.2823,0.2252,2.75,0.0,12.0,0.5536,0.0909,43.1667,2.8333,2.79,7.98,4.72,4.47,7.7,9.16,8.52,5.12,1.29,1.66,3.99,5.95,4.85,7.76,-0.3842,0.2522,-0.6112
Brock Larson,Welterweight,6,E,14,,False,0.0,False,False,0.8076923076923077,180.34,0.0,5.3846,0.4605,0.553,0.1571,0.3571,0.8461538461538461,0.6923,34.0,0.4348,0.3333,84.6154,1.9231,2.39,2.21,1.15,5.83,5.69,5.77,9.75,1.37,8.04,4.58,2.49,9.43,8.11,5.88,1.7399,0.2061,0.3246
Brock Lesnar,Heavyweight,8,B+,71,8.0,True,2.0,False,False,0.625,205.74,0.25,14.2,0.7196,0.5095,0.0657,0.1315,3.1333333333333333,1.0,55.0,0.6,0.125,133.0,10.2667,8.11,7.69,4.95,9.98,3.47,2.01,5.93,5.89,9.28,8.74,4.83,6.62,9.69,10.0,1.7511,0.0922,-0.294
Bruna Brasil,Women's Strawweight,8,E,11,,False,0.0,False,False,0.6875,165.1,0.0,11.8696,0.5471,0.5233,0.1758,0.1905,4.608695652173913,0.3478,64.0,0.5641,0.0,38.4783,0.3913,7.64,2.21,3.44,9.11,4.19,6.47,7.8,8.28,5.31,9.35,4.17,3.07,4.29,1.68,-0.0546,-1.1251,-1.9144
Brunno Ferreira,Middleweight,9,D,34,15.0,False,0.0,False,False,0.875,182.88,0.3333,15.0,0.5012,0.5193,0.1238,0.0429,2.5714285714285716,0.3571,28.0,0.5882,0.2222,18.9286,0.6429,1.88,8.71,5.45,7.7,3.99,4.43,1.87,4.74,5.44,3.32,4.56,8.6,2.34,2.22,-1.0364,1.5207,0.5671
Bruno Silva,Flyweight,22,D,33,15.0,False,0.0,False,False,0.6666666666666666,165.1,0.3182,16.6275,0.4971,0.4742,0.1415,0.0849,3.2549019607843137,0.4118,23.0,0.7361,0.0909,43.3333,1.9608,2.79,8.51,6.43,7.45,2.36,5.19,3.72,6.13,5.92,2.53,7.64,5.95,4.87,5.99,-0.7663,1.0285,-0.4571
Bryan Barberena,Welterweight,19,E,13,,False,0.0,False,False,0.6,182.88,0.2105,25.3404,0.4804,0.4418,0.1679,0.1696,3.3617021276595747,0.0426,22.0,0.5,0.0526,22.1064,1.9574,3.42,7.09,9.56,6.71,1.7,6.2,7.31,6.32,1.65,2.43,3.27,5.3,2.63,5.96,-1.151,-0.1072,0.3972
Bryan Battle,Welterweight,9,E,15,,False,0.0,False,False,0.8666666666666667,195.58,0.3333,20.8947,0.5293,0.4423,0.0882,0.2217,8.631578947368421,0.2105,17.0,0.5357,0.2222,65.5789,0.1579,9.09,8.71,8.46,8.65,1.71,2.82,8.42,9.93,3.65,1.98,3.72,8.6,6.82,1.27,-1.0193,1.6747,0.3384
Bryan Caraway,Bantamweight,10,C+,54,3.0,False,0.0,False,False,0.7,172.72,0.0,11.8846,0.3453,0.544,0.0939,0.1068,1.2307692307692308,0.7308,25.0,0.7619,0.4,85.7692,0.2692,4.34,2.21,3.46,1.56,5.17,3.05,4.83,1.95,8.18,2.81,8.1,9.73,8.18,1.48,0.251,1.1507,1.4559
Bryce Mitchell,Featherweight,12,D+,42,9.0,False,0.0,False,False,0.8181818181818182,177.8,0.0833,10.5,0.5943,0.587,0.1333,0.0762,3.0,1.0,36.0,0.3333,0.0833,145.9,3.8333,4.38,3.93,2.7,9.74,7.46,4.81,3.35,5.59,9.28,5.09,1.76,5.84,9.84,8.9,1.8329,-0.5039,0.31
