fighter,wc,tier_label,tier_weight,ever_champion,win_rate,n_rounds,cluster,distance_ratio,clinch_ratio,ground_ratio,head_ratio,body_ratio,leg_ratio,str_accuracy,td_per_round,td_accuracy,ctrl_per_round,sub_per_round,kd_per_round,output_per_round
Daniel Santos,Bantamweight,E,0.0,False,0.6666666666666666,15,0,0.7647058823529411,0.0896358543417367,0.14565826330532214,0.6666666666666666,0.22128851540616246,0.11204481792717087,0.40476190476190477,0.8,0.3333333333333333,83.2,0.0,0.13333333333333333,58.8
Daniel Zellhuber,Lightweight,E,0.0,False,0.42857142857142855,19,2,0.9180672268907563,0.03361344537815126,0.04831932773109244,0.6302521008403361,0.2689075630252101,0.10084033613445378,0.358974358974359,0.0,0.0,7.842105263157895,0.10526315789473684,0.10526315789473684,69.78947368421052
Danielle Taylor,Women's Strawweight,E,0.0,False,0.4,15,2,0.9466019417475728,0.04854368932038835,0.0048543689320388345,0.6310679611650486,0.1553398058252427,0.21359223300970873,0.2947067238912732,0.06666666666666667,0.2,0.06666666666666667,0.06666666666666667,0.0,46.6
Danny Castillo,Lightweight,E,0.0,False,0.5,37,3,0.5668789808917197,0.15286624203821655,0.2802547770700637,0.6624203821656051,0.14861995753715498,0.18895966029723993,0.43410138248847924,0.8378378378378378,0.34831460674157305,105.48648648648648,0.08108108108108109,0.05405405405405406,29.324324324324323
Danny Roberts,Welterweight,E,0.0,False,0.5,29,2,0.6469135802469136,0.20246913580246914,0.1506172839506173,0.5753086419753086,0.2617283950617284,0.16296296296296298,0.3955078125,0.06896551724137931,0.09523809523809523,39.6551724137931,0.06896551724137931,0.10344827586206896,35.310344827586206
Daron Cruickshank,Lightweight,E,0.0,False,0.46153846153846156,30,4,0.7244094488188977,0.16272965879265092,0.11286089238845144,0.5669291338582677,0.2755905511811024,0.15748031496062992,0.3806193806193806,0.6,0.4186046511627907,34.2,0.06666666666666667,0.16666666666666666,33.36666666666667
Darren Elkins,Featherweight,D+,0.0,False,0.6333333333333333,76,0,0.5756302521008403,0.20336134453781513,0.22100840336134453,0.7596638655462185,0.19747899159663865,0.04285714285714286,0.38436692506459946,0.881578947368421,0.3401015228426396,101.86842105263158,0.32894736842105265,0.02631578947368421,40.73684210526316
Darren Stewart,Middleweight,E,0.0,False,0.38461538461538464,29,1,0.5688775510204082,0.29591836734693877,0.13520408163265307,0.6326530612244898,0.14795918367346939,0.2193877551020408,0.4558139534883721,0.5172413793103449,0.45454545454545453,42.93103448275862,0.034482758620689655,0.06896551724137931,29.655172413793103
Darren Till,Welterweight,C+,2.0,False,0.5,35,4,0.7573333333333333,0.104,0.13866666666666666,0.688,0.13866666666666666,0.17333333333333334,0.4681647940074906,0.17142857142857143,0.46153846153846156,18.428571428571427,0.0,0.14285714285714285,22.885714285714286
Dave Menne,Welterweight,B,3.0,True,0.3333333333333333,15,1,0.40559440559440557,0.3916083916083916,0.20279720279720279,0.5104895104895105,0.22377622377622378,0.26573426573426573,0.42058823529411765,0.13333333333333333,0.5,72.53333333333333,0.8,0.0,22.666666666666668
Davey Grant,Bantamweight,E,0.0,False,0.5625,42,2,0.8946378174976481,0.059266227657572904,0.04609595484477893,0.40357478833490124,0.3264346190028222,0.2699905926622766,0.4548566538296962,0.2857142857142857,0.3870967741935484,32.714285714285715,0.047619047619047616,0.09523809523809523,55.642857142857146
Davi Ramos,Lightweight,E,0.0,False,0.5714285714285714,17,0,0.7832512315270936,0.09852216748768473,0.11822660098522167,0.7241379310344828,0.15270935960591134,0.12315270935960591,0.37732342007434944,0.5882352941176471,0.4,44.470588235294116,0.17647058823529413,0.0,31.647058823529413
David Abbott,Heavyweight,E,0.0,False,0.4444444444444444,20,3,0.34615384615384615,0.2948717948717949,0.358974358974359,0.9487179487179487,0.05128205128205128,0.0,0.4444444444444444,0.5,0.625,6.15,0.2,0.2,17.55
David Branch,Middleweight,D+,0.0,False,0.4444444444444444,20,1,0.49635036496350365,0.35036496350364965,0.15328467153284672,0.4744525547445255,0.29927007299270075,0.22627737226277372,0.39825581395348836,0.7,0.32558139534883723,102.9,0.0,0.05,17.2
David Dvorak,Flyweight,D+,0.0,False,0.5,16,2,0.8587360594795539,0.11152416356877323,0.02973977695167286,0.5092936802973977,0.21561338289962825,0.275092936802974,0.4304,0.1875,0.3,28.9375,0.0625,0.0,39.0625
David Loiseau,Middleweight,E,0.0,False,0.4444444444444444,22,1,0.3132530120481928,0.3433734939759036,0.3433734939759036,0.7289156626506024,0.1566265060240964,0.1144578313253012,0.44623655913978494,0.13636363636363635,0.42857142857142855,39.40909090909091,0.045454545454545456,0.18181818181818182,16.90909090909091
David Onama,Featherweight,D,1.0,False,0.6666666666666666,21,4,0.7917485265225933,0.07465618860510806,0.13359528487229863,0.7976424361493124,0.11591355599214145,0.08644400785854617,0.5004916420845624,0.3333333333333333,0.30434782608695654,56.904761904761905,0.14285714285714285,0.19047619047619047,48.42857142857143
David Teymur,Lightweight,E,0.0,False,0.8333333333333334,15,2,0.903010033444816,0.07023411371237458,0.026755852842809364,0.44816053511705684,0.2040133779264214,0.34782608695652173,0.4320809248554913,0.26666666666666666,0.3333333333333333,11.333333333333334,0.0,0.2,46.13333333333333
Deiveson Figueiredo,Bantamweight,B+,4.0,True,0.7368421052631579,57,4,0.7545839210155149,0.07334273624823695,0.17207334273624825,0.6050775740479548,0.2778561354019746,0.11706629055007052,0.5391634980988593,0.5087719298245614,0.35365853658536583,45.49122807017544,0.38596491228070173,0.21052631578947367,23.07017543859649
Demetrious Johnson,Bantamweight,S,10.0,True,0.9333333333333333,69,1,0.56692242114237,0.30605285592497866,0.12702472293265132,0.45439045183290705,0.3145780051150895,0.2310315430520034,0.5445682451253482,1.0724637681159421,0.5481481481481482,88.92753623188406,0.17391304347826086,0.043478260869565216,31.217391304347824
Demian Maia,Welterweight,C+,2.0,False,0.6666666666666666,89,3,0.5020297699594046,0.12043301759133965,0.37753721244925575,0.8010825439783491,0.14614343707713126,0.05277401894451962,0.4357311320754717,0.7640449438202247,0.24817518248175183,104.70786516853933,0.30337078651685395,0.011235955056179775,19.0561797752809
Denise Gomes,Women's Strawweight,D,1.0,False,0.75,20,1,0.6039325842696629,0.2556179775280899,0.1404494382022472,0.4859550561797753,0.3089887640449438,0.2050561797752809,0.5144508670520231,0.5,0.3448275862068966,80.45,0.25,0.15,34.6
Dennis Bermudez,Featherweight,D+,0.0,False,0.5882352941176471,42,3,0.5298850574712644,0.18275862068965518,0.28735632183908044,0.6701149425287356,0.14597701149425288,0.1839080459770115,0.4625199362041467,1.2142857142857142,0.4015748031496063,102.19047619047619,0.3333333333333333,0.11904761904761904,44.785714285714285
Dennis Hallman,Welterweight,E,0.0,False,0.4444444444444444,19,3,0.24468085106382978,0.2127659574468085,0.5425531914893617,0.6702127659574468,0.20212765957446807,0.1276595744680851,0.44976076555023925,0.5263157894736842,0.30303030303030304,97.26315789473684,0.631578947368421,0.05263157894736842,11.0
Dennis Siver,Lightweight,C,0.0,False,0.5714285714285714,50,2,0.8481012658227848,0.05293440736478711,0.09896432681242807,0.5684695051783659,0.13578826237054084,0.2957422324510932,0.3244958924570575,0.26,0.325,45.74,0.1,0.14,53.56
Derek Brunson,Middleweight,C,0.0,False,0.6666666666666666,43,0,0.625,0.14814814814814814,0.22685185185185186,0.7052469135802469,0.1527777777777778,0.1419753086419753,0.46585190510424157,0.8372093023255814,0.3157894736842105,97.04651162790698,0.16279069767441862,0.13953488372093023,32.348837209302324
Derrick Lewis,Heavyweight,C+,2.0,False,0.6451612903225806,68,3,0.397037037037037,0.18222222222222223,0.42074074074074075,0.7896296296296297,0.1674074074074074,0.04296296296296296,0.4985228951255539,0.14705882352941177,0.2631578947368421,27.191176470588236,0.0,0.16176470588235295,19.91176470588235
Desmond Green,Lightweight,E,0.0,False,0.5714285714285714,19,4,0.8313953488372093,0.09011627906976744,0.07848837209302326,0.6744186046511628,0.18023255813953487,0.14534883720930233,0.46112600536193027,0.5263157894736842,0.5,18.36842105263158,0.0,0.05263157894736842,39.26315789473684
Devin Clark,Light Heavyweight,E,0.0,False,0.47058823529411764,42,1,0.5204081632653061,0.30952380952380953,0.17006802721088435,0.5578231292517006,0.272108843537415,0.17006802721088435,0.5419354838709678,0.6666666666666666,0.32941176470588235,85.30952380952381,0.023809523809523808,0.07142857142857142,25.833333333333332
Dhiego Lima,Welterweight,E,0.0,False,0.36363636363636365,23,0,0.7710437710437711,0.037037037037037035,0.1919191919191919,0.6363636363636364,0.16498316498316498,0.19865319865319866,0.3902759526938239,0.34782608695652173,0.34782608695652173,36.69565217391305,0.17391304347826086,0.08695652173913043,33.08695652173913
Diana Belbita,Women's Strawweight,E,0.0,False,0.2857142857142857,18,2,0.8270944741532977,0.14616755793226383,0.026737967914438502,0.5614973262032086,0.2620320855614973,0.17647058823529413,0.4189693801344287,0.2777777777777778,0.625,22.61111111111111,0.0,0.05555555555555555,74.38888888888889
Diego Brandao,Featherweight,D,1.0,False,0.6,18,4,0.6952789699570815,0.11158798283261803,0.19313304721030042,0.6824034334763949,0.20600858369098712,0.11158798283261803,0.4794238683127572,0.9444444444444444,0.68,65.72222222222223,0.16666666666666666,0.16666666666666666,27.0
Diego Ferreira,Lightweight,D+,0.0,False,0.625,38,2,0.7757731958762887,0.06443298969072164,0.15979381443298968,0.7061855670103093,0.21778350515463918,0.07603092783505154,0.39774474628395695,0.23684210526315788,0.3,30.605263157894736,0.15789473684210525,0.07894736842105263,51.3421052631579
Diego Lopes,Featherweight,C+,2.0,False,0.75,24,4,0.6917808219178082,0.0776255707762557,0.23059360730593606,0.7146118721461188,0.1232876712328767,0.16210045662100456,0.4781659388646288,0.2916666666666667,0.5,31.791666666666668,0.3333333333333333,0.20833333333333334,38.166666666666664
Diego Nunes,Featherweight,E,0.0,False,0.5,18,1,0.6879699248120301,0.22180451127819548,0.09022556390977443,0.40977443609022557,0.2744360902255639,0.3157894736842105,0.44333333333333336,0.2777777777777778,0.5555555555555556,37.5,0.0,0.16666666666666666,33.333333333333336
Diego Sanchez,Welterweight,D,1.0,False,0.59375,84,0,0.5784499054820416,0.10586011342155009,0.31568998109640833,0.6899810964083176,0.23629489603024575,0.07372400756143667,0.37345570067066713,0.42857142857142855,0.21686746987951808,70.97619047619048,0.21428571428571427,0.07142857142857142,33.726190476190474
Din Thomas,Lightweight,E,0.0,False,0.5555555555555556,21,0,0.5604395604395604,0.32967032967032966,0.10989010989010989,0.8076923076923077,0.10989010989010989,0.08241758241758242,0.37681159420289856,0.42857142857142855,0.5294117647058824,64.14285714285714,0.38095238095238093,0.047619047619047616,23.0
Dominick Cruz,Bantamweight,B+,4.0,True,0.6666666666666666,38,2,0.8884615384615384,0.06794871794871794,0.04358974358974359,0.6641025641025641,0.18076923076923077,0.15512820512820513,0.37993180711154406,0.7368421052631579,0.3181818181818182,35.73684210526316,0.02631578947368421,0.02631578947368421,54.026315789473685
Dominick Reyes,Light Heavyweight,C+,2.0,False,0.6666666666666666,28,4,0.7482993197278912,0.10204081632653061,0.14965986394557823,0.5629251700680272,0.23979591836734693,0.19727891156462585,0.5364963503649635,0.07142857142857142,0.2857142857142857,17.678571428571427,0.07142857142857142,0.25,39.142857142857146
Don'Tale Mayes,Heavyweight,D,1.0,False,0.36363636363636365,32,2,0.8551068883610451,0.1187648456057007,0.026128266033254157,0.5486935866983373,0.28741092636579574,0.16389548693586697,0.4115347018572825,0.21875,0.4666666666666667,36.78125,0.0,0.0625,31.96875
Donald Cerrone,Lightweight,C+,2.0,False,0.6216216216216216,81,2,0.8455377574370709,0.08638443935926773,0.06807780320366133,0.5108695652173914,0.2528604118993135,0.23627002288329518,0.4735843944730425,0.2962962962962963,0.2891566265060241,28.59259259259259,0.13580246913580246,0.24691358024691357,45.5679012345679
Dong Hyun Kim,Welterweight,D+,0.0,False,0.7222222222222222,45,3,0.36556603773584906,0.19811320754716982,0.4363207547169811,0.7712264150943396,0.10377358490566038,0.125,0.49017341040462425,0.8666666666666667,0.43820224719101125,131.46666666666667,0.17777777777777778,0.08888888888888889,19.22222222222222
Dong Hyun Ma,Lightweight,E,0.0,False,0.375,19,0,0.7872340425531915,0.13617021276595745,0.07659574468085106,0.6893617021276596,0.13617021276595745,0.17446808510638298,0.4144620811287478,0.3684210526315789,0.5384615384615384,42.10526315789474,0.0,0.05263157894736842,29.842105263157894
Dooho Choi,Featherweight,D,1.0,False,0.6,20,4,0.7788461538461539,0.09375,0.12740384615384615,0.6947115384615384,0.18509615384615385,0.1201923076923077,0.5561497326203209,0.35,0.5384615384615384,46.45,0.15,0.25,37.4
Douglas Silva de Andrade,Bantamweight,D,1.0,False,0.5,35,2,0.924114671163575,0.05564924114671164,0.02023608768971332,0.521079258010118,0.22934232715008432,0.24957841483979765,0.3860677083333333,0.17142857142857143,0.42857142857142855,16.485714285714284,0.05714285714285714,0.17142857142857143,43.885714285714286
Drakkar Klose,Lightweight,E,0.0,False,0.7692307692307693,33,1,0.5919003115264797,0.32710280373831774,0.08099688473520249,0.5295950155763239,0.2803738317757009,0.19003115264797507,0.5506003430531733,0.45454545454545453,0.26785714285714285,64.54545454545455,0.0,0.06060606060606061,35.333333333333336
Drew Dober,Lightweight,D,1.0,False,0.5555555555555556,55,2,0.7947686116700201,0.11167002012072434,0.09356136820925554,0.6317907444668008,0.22635814889336017,0.14185110663983905,0.4102352455633512,0.16363636363636364,0.16981132075471697,31.98181818181818,0.01818181818181818,0.18181818181818182,44.054545454545455
Drew Fickett,Welterweight,E,0.0,False,0.5714285714285714,15,1,0.36774193548387096,0.3225806451612903,0.3096774193548387,0.4774193548387097,0.34838709677419355,0.17419354838709677,0.4155495978552279,0.4,0.375,47.06666666666667,0.5333333333333333,0.06666666666666667,24.866666666666667
Dricus Du Plessis,Middleweight,B+,4.0,True,0.9,32,4,0.8246753246753247,0.07922077922077922,0.09610389610389611,0.5935064935064935,0.17792207792207793,0.22857142857142856,0.4879594423320659,0.6875,0.5116279069767442,32.9375,0.21875,0.125,49.3125
Duane Ludwig,Welterweight,E,0.0,False,0.4444444444444444,15,2,0.6840390879478827,0.25732899022801303,0.05863192182410423,0.5960912052117264,0.32247557003257327,0.08143322475570032,0.41318977119784656,0.06666666666666667,0.16666666666666666,29.4,0.0,0.06666666666666667,49.53333333333333
Dusko Todorovic,Middleweight,E,0.0,False,0.4,16,3,0.5067114093959731,0.2516778523489933,0.24161073825503357,0.7348993288590604,0.19463087248322147,0.07046979865771812,0.5408348457350273,0.625,0.30303030303030304,74.625,0.125,0.0,34.4375
Dustin Hazelett,Welterweight,E,0.0,False,0.5,15,0,0.6557377049180327,0.10655737704918032,0.23770491803278687,0.7295081967213115,0.18032786885245902,0.09016393442622951,0.40397350993377484,0.13333333333333333,0.5,23.066666666666666,1.0,0.0,20.133333333333333
Dustin Jacoby,Light Heavyweight,D,1.0,False,0.5882352941176471,38,2,0.8945615982241953,0.08324084350721421,0.022197558268590455,0.6759156492785794,0.13984461709211987,0.18423973362930077,0.46205128205128204,0.07894736842105263,0.2,21.026315789473685,0.0,0.18421052631578946,51.31578947368421
Dustin Ortiz,Flyweight,D+,0.0,False,0.6153846153846154,37,1,0.3898635477582846,0.26705653021442494,0.34307992202729043,0.5847953216374269,0.3060428849902534,0.10916179337231968,0.4464751958224543,0.9459459459459459,0.36082474226804123,99.10810810810811,0.02702702702702703,0.05405405405405406,31.054054054054053
Dustin Poirier,Lightweight,B,3.0,True,0.7777777777777778,81,0,0.7603439011284255,0.15045674368619022,0.0891993551853842,0.800644814615798,0.09779688339602365,0.1015583019881784,0.5,0.345679012345679,0.358974358974359,51.876543209876544,0.30864197530864196,0.18518518518518517,45.95061728395062
Dustin Stoltzfus,Middleweight,E,0.0,False,0.3,23,1,0.8029411764705883,0.10882352941176471,0.08823529411764706,0.5147058823529411,0.25,0.23529411764705882,0.44328552803129073,0.6086956521739131,0.358974358974359,74.8695652173913,0.30434782608695654,0.08695652173913043,33.34782608695652
Dwight Grant,Welterweight,E,0.0,False,0.375,19,4,0.8432055749128919,0.05226480836236934,0.10452961672473868,0.6445993031358885,0.15331010452961671,0.20209059233449478,0.3474576271186441,0.21052631578947367,1.0,7.0,0.0,0.15789473684210525,43.473684210526315
Ed Herman,Middleweight,E,0.0,False,0.5,60,1,0.4970622796709753,0.2784958871915394,0.2244418331374853,0.6298472385428907,0.25146886016451236,0.11868390129259694,0.48795871559633025,0.5666666666666667,0.4788732394366197,70.3,0.2833333333333333,0.06666666666666667,29.066666666666666
Eddie Alvarez,Lightweight,B,3.0,True,0.5714285714285714,19,2,0.7825,0.1775,0.04,0.6575,0.2525,0.09,0.41237113402061853,0.631578947368421,0.2608695652173913,54.8421052631579,0.05263157894736842,0.05263157894736842,51.05263157894737
Eddie Wineland,Bantamweight,C,0.0,False,0.375,34,2,0.8823529411764706,0.03984819734345351,0.0777988614800759,0.7343453510436433,0.20683111954459202,0.058823529411764705,0.2954035874439462,0.08823529411764706,0.23076923076923078,8.470588235294118,0.0,0.23529411764705882,52.470588235294116
Edmen Shahbazyan,Middleweight,D+,0.0,False,0.6428571428571429,27,4,0.6600496277915633,0.14640198511166252,0.1935483870967742,0.6774193548387096,0.2456575682382134,0.07692307692307693,0.4832134292565947,0.4444444444444444,0.375,46.666666666666664,0.1111111111111111,0.25925925925925924,30.88888888888889
Edson Barboza,Lightweight,C+,2.0,False,0.5806451612903226,85,2,0.912358133669609,0.04981084489281211,0.03783102143757881,0.43757881462799497,0.31525851197982346,0.2471626733921816,0.4466347507744297,0.12941176470588237,0.5,17.4,0.023529411764705882,0.18823529411764706,41.77647058823529
Edwin Figueroa,Bantamweight,E,0.0,False,0.3333333333333333,16,4,0.616580310880829,0.04145077720207254,0.34196891191709844,0.7046632124352331,0.20207253886010362,0.09326424870466321,0.3946830265848671,0.0625,1.0,52.125,0.1875,0.125,30.5625
Efrain Escudero,Lightweight,E,0.0,False,0.4166666666666667,32,1,0.6275862068965518,0.21379310344827587,0.15862068965517243,0.6045977011494252,0.15632183908045977,0.23908045977011494,0.4484536082474227,0.40625,0.40625,62.78125,0.25,0.15625,30.3125
Elias Silverio,Lightweight,E,0.0,False,0.6,15,1,0.6886446886446886,0.18681318681318682,0.12454212454212454,0.47985347985347987,0.3076923076923077,0.21245421245421245,0.4990859232175503,0.5333333333333333,0.38095238095238093,94.33333333333333,0.06666666666666667,0.06666666666666667,36.46666666666667
Elias Theodorou,Middleweight,D,1.0,False,0.7272727272727273,31,1,0.6319875776397516,0.2562111801242236,0.11180124223602485,0.4332298136645963,0.327639751552795,0.2391304347826087,0.4225721784776903,0.41935483870967744,0.2826086956521739,65.64516129032258,0.0,0.0,49.16129032258065
Elise Reed,Women's Strawweight,E,0.0,False,0.4444444444444444,22,4,0.8378378378378378,0.12012012012012012,0.042042042042042045,0.5615615615615616,0.23123123123123124,0.2072072072072072,0.5319488817891374,0.13636363636363635,0.6,22.59090909090909,0.0,0.045454545454545456,28.454545454545453
Elizeu Zaleski dos Santos,Welterweight,D,1.0,False,0.6111111111111112,45,2,0.7269585253456221,0.19700460829493088,0.07603686635944701,0.5748847926267281,0.22811059907834103,0.19700460829493088,0.4191211974891357,0.24444444444444444,0.20754716981132076,40.111111111111114,0.13333333333333333,0.044444444444444446,46.022222222222226
Elves Brener,Lightweight,E,0.0,False,0.5,16,2,0.9224376731301939,0.030470914127423823,0.04709141274238227,0.5734072022160664,0.19113573407202217,0.23545706371191136,0.475,0.3125,0.16666666666666666,23.0,0.0,0.125,47.5
Emily Ducote,Women's Strawweight,D,1.0,False,0.4,15,2,0.9660107334525939,0.028622540250447227,0.005366726296958855,0.5652951699463328,0.2039355992844365,0.23076923076923078,0.5214552238805971,0.06666666666666667,0.14285714285714285,4.0,0.0,0.0,71.46666666666667
Enrique Barzola,Featherweight,E,0.0,False,0.6,30,0,0.7223168654173765,0.06303236797274275,0.21465076660988075,0.5928449744463373,0.22487223168654175,0.18228279386712096,0.4157223796033994,1.4,0.45652173913043476,89.16666666666667,0.1,0.0,47.06666666666667
Eric Schafer,Light Heavyweight,E,0.0,False,0.3333333333333333,17,3,0.4326241134751773,0.1773049645390071,0.3900709219858156,0.7801418439716312,0.1347517730496454,0.0851063829787234,0.34474327628361856,0.5294117647058824,0.36,66.70588235294117,0.5294117647058824,0.0,24.058823529411764
Eric Shelton,Flyweight,D+,0.0,False,0.3333333333333333,18,3,0.5757575757575758,0.012987012987012988,0.41125541125541126,0.7922077922077922,0.1341991341991342,0.0735930735930736,0.425414364640884,0.9444444444444444,0.5151515151515151,63.888888888888886,0.05555555555555555,0.0,30.166666666666668
Erick Silva,Welterweight,D,1.0,False,0.4666666666666667,28,1,0.6415094339622641,0.12452830188679245,0.2339622641509434,0.5509433962264151,0.29056603773584905,0.15849056603773584,0.48713235294117646,0.21428571428571427,0.35294117647058826,35.714285714285715,0.35714285714285715,0.10714285714285714,19.428571428571427
Erik Koch,Lightweight,D+,0.0,False,0.5,22,0,0.6085106382978723,0.19148936170212766,0.2,0.7106382978723405,0.1702127659574468,0.11914893617021277,0.40378006872852235,0.3181818181818182,0.4375,56.04545454545455,0.2727272727272727,0.09090909090909091,26.454545454545453
Erik Perez,Bantamweight,D+,0.0,False,0.7777777777777778,20,1,0.5087719298245614,0.15087719298245614,0.34035087719298246,0.5087719298245614,0.35789473684210527,0.13333333333333333,0.405982905982906,0.95,0.5588235294117647,98.35,0.05,0.15,35.1
Erin Blanchfield,Women's Flyweight,C+,2.0,False,0.8888888888888888,26,0,0.7713841368584758,0.06687402799377916,0.16174183514774496,0.7060653188180405,0.15863141524105753,0.13530326594090203,0.444060773480663,0.6153846153846154,0.3404255319148936,108.57692307692308,0.2692307692307692,0.0,55.69230769230769
Eryk Anders,Middleweight,E,0.0,False,0.5263157894736842,50,1,0.5494505494505495,0.25396825396825395,0.19658119658119658,0.6971916971916972,0.2515262515262515,0.05128205128205128,0.47866744593804794,0.58,0.2543859649122807,87.58,0.02,0.14,34.22
Esteban Ribovics,Lightweight,E,0.0,False,0.5714285714285714,18,4,0.9365853658536586,0.022764227642276424,0.04065040650406504,0.7479674796747967,0.16422764227642275,0.08780487804878048,0.43218552354181305,0.1111111111111111,0.6666666666666666,9.5,0.05555555555555555,0.1111111111111111,79.05555555555556
Evan Dunham,Lightweight,D,1.0,False,0.5238095238095238,50,0,0.8338762214983714,0.11563517915309446,0.050488599348534204,0.8460912052117264,0.11156351791530944,0.04234527687296417,0.39258312020460356,0.56,0.3333333333333333,62.82,0.3,0.04,62.56
Evan Tanner,Middleweight,B,3.0,True,0.6666666666666666,29,3,0.3324742268041237,0.24484536082474226,0.422680412371134,0.6108247422680413,0.25,0.13917525773195877,0.5996908809891809,0.7241379310344828,0.45652173913043476,106.24137931034483,0.5172413793103449,0.034482758620689655,22.310344827586206
Fabio Maldonado,Light Heavyweight,D,1.0,False,0.45454545454545453,29,1,0.6736401673640168,0.25523012552301255,0.07112970711297072,0.6359832635983264,0.3584379358437936,0.005578800557880056,0.5886699507389163,0.13793103448275862,0.5714285714285714,34.37931034482759,0.1724137931034483,0.034482758620689655,42.0
Fabricio Werdum,Heavyweight,B,3.0,True,0.6470588235294118,44,2,0.7561797752808989,0.1258426966292135,0.11797752808988764,0.6382022471910113,0.1898876404494382,0.17191011235955056,0.5636478784040532,0.36363636363636365,0.2857142857142857,49.18181818181818,0.13636363636363635,0.09090909090909091,35.88636363636363
Fares Ziam,Lightweight,D,1.0,False,0.8,27,0,0.6943699731903485,0.12332439678284182,0.18230563002680966,0.6541554959785523,0.18498659517426275,0.16085790884718498,0.5253521126760563,0.5555555555555556,0.40540540540540543,76.4074074074074,0.14814814814814814,0.07407407407407407,26.296296296296298
Farid Basharat,Bantamweight,D,1.0,False,1.0,16,0,0.8421052631578947,0.08070175438596491,0.07719298245614035,0.6070175438596491,0.17543859649122806,0.21754385964912282,0.4830508474576271,1.125,0.4186046511627907,98.0,0.125,0.0,36.875
Felice Herrig,Women's Strawweight,D+,0.0,False,0.5,24,0,0.7152941176470589,0.2,0.08470588235294117,0.6094117647058823,0.28941176470588237,0.1011764705882353,0.3757736516357206,0.3333333333333333,0.2857142857142857,69.91666666666667,0.25,0.0,47.125
Felicia Spencer,Women's Featherweight,E,0.0,False,0.5,16,1,0.4897959183673469,0.2612244897959184,0.24897959183673468,0.6816326530612244,0.17551020408163265,0.14285714285714285,0.48804780876494025,0.375,0.1875,89.125,0.0625,0.0,31.375
Felipe Arantes,Featherweight,E,0.0,False,0.4166666666666667,30,0,0.6988304093567251,0.07017543859649122,0.2309941520467836,0.6403508771929824,0.1783625730994152,0.18128654970760233,0.45118733509234826,0.3,0.47368421052631576,50.96666666666667,0.23333333333333334,0.03333333333333333,25.266666666666666
Felipe Colares,Bantamweight,E,0.0,False,0.3333333333333333,18,0,0.7696335078534031,0.10471204188481675,0.1256544502617801,0.6073298429319371,0.3193717277486911,0.07329842931937172,0.45260663507109006,0.6111111111111112,0.24444444444444444,77.77777777777777,0.16666666666666666,0.0,23.444444444444443
Forrest Griffin,Light Heavyweight,B,3.0,True,0.6153846153846154,37,2,0.7600502512562815,0.14195979899497488,0.09798994974874371,0.5891959798994975,0.15201005025125627,0.25879396984924624,0.3639689071787837,0.2702702702702703,0.43478260869565216,38.432432432432435,0.21621621621621623,0.02702702702702703,59.108108108108105
Forrest Petz,Welterweight,E,0.0,False,0.2857142857142857,17,4,0.6684782608695652,0.24456521739130435,0.08695652173913043,0.4945652173913043,0.3967391304347826,0.10869565217391304,0.2958199356913183,0.4117647058823529,1.0,46.529411764705884,0.0,0.29411764705882354,36.588235294117645
Francimar Barroso,Light Heavyweight,E,0.0,False,0.4444444444444444,24,1,0.710691823899371,0.24213836477987422,0.04716981132075472,0.46540880503144655,0.1949685534591195,0.33962264150943394,0.527363184079602,0.7083333333333334,0.24285714285714285,56.041666666666664,0.0,0.0,25.125
Francis Carmont,Middleweight,D+,0.0,False,0.6666666666666666,24,1,0.5223214285714286,0.20089285714285715,0.2767857142857143,0.6026785714285714,0.2544642857142857,0.14285714285714285,0.4125230202578269,0.5416666666666666,0.3939393939393939,83.45833333333333,0.20833333333333334,0.041666666666666664,22.625
Francis Marshall,Featherweight,E,0.0,False,0.5714285714285714,16,0,0.8895348837209303,0.05232558139534884,0.05813953488372093,0.8197674418604651,0.06976744186046512,0.11046511627906977,0.293015332197615,0.625,0.4166666666666667,87.875,0.1875,0.125,36.6875
Francis Ngannou,Heavyweight,B+,4.0,True,0.9230769230769231,27,4,0.6550218340611353,0.1572052401746725,0.18777292576419213,0.6812227074235808,0.17903930131004367,0.13973799126637554,0.4126126126126126,0.18518518518518517,0.625,26.037037037037038,0.07407407407407407,0.2962962962962963,20.555555555555557
Francisco Prado,Welterweight,E,0.0,False,0.16666666666666666,16,2,0.7938144329896907,0.06872852233676977,0.13745704467353953,0.5017182130584192,0.22336769759450173,0.27491408934707906,0.4362818590704648,0.25,0.19047619047619047,46.1875,0.25,0.0625,41.6875
Francisco Rivera,Bantamweight,E,0.0,False,0.36363636363636365,24,4,0.838479809976247,0.10688836104513064,0.05463182897862233,0.7102137767220903,0.11163895486935867,0.17814726840855108,0.41355599214145383,0.2916666666666667,0.6363636363636364,10.833333333333334,0.16666666666666666,0.20833333333333334,42.416666666666664
Francisco Trinaldo,Lightweight,D,1.0,False,0.6923076923076923,68,1,0.6967294350842418,0.16650148662041625,0.13676907829534193,0.6105054509415263,0.2745292368681863,0.11496531219028741,0.45246636771300447,0.3088235294117647,0.42,57.338235294117645,0.16176470588235295,0.07352941176470588,32.794117647058826
